Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_cancelled,avg_price_per_room,no_of_special_requests,booking_status,total_nights,total_guests,month_name,arrival_date_with_month,total_amount
INN20964,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,8,22,Corporate,0,0,0,100,0,Not_Cancelled,2,2,August,43334,200
INN20965,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,12,16,Online,0,0,0,78,2,Not_Cancelled,1,2,December,43450,78
INN20966,2,0,0,2,Meal Plan 1,0,Room_Type 5,14,2018,10,7,Corporate,0,0,0,166,0,Cancelled,2,2,October,43380,332
INN20967,2,0,2,1,Not Selected,0,Room_Type 1,115,2018,10,23,Online,0,0,0,99,0,Not_Cancelled,3,2,October,43396,297
INN20968,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,Cancelled,3,1,November,43405,330
INN20969,2,1,3,8,Meal Plan 1,0,Room_Type 5,61,2018,7,18,Offline,0,0,0,139,1,Cancelled,11,3,July,43299,1529
INN20970,1,0,1,0,Meal Plan 1,0,Room_Type 1,8,2018,12,12,Online,0,0,0,96,2,Not_Cancelled,1,1,December,43446,96
INN20971,2,0,0,3,Not Selected,0,Room_Type 1,37,2018,12,28,Online,0,0,0,120,0,Cancelled,3,2,December,43462,360
INN20972,2,0,1,3,Meal Plan 1,0,Room_Type 4,95,2018,5,19,Online,0,0,0,133,1,Not_Cancelled,4,2,May,43239,532
INN20973,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120,0,Not_Cancelled,1,2,June,43259,120
INN20974,2,0,2,1,Not Selected,0,Room_Type 1,135,2018,5,28,Online,0,0,0,102,1,Not_Cancelled,3,2,May,43248,306
INN20975,2,0,2,2,Not Selected,0,Room_Type 1,118,2018,9,17,Online,0,0,0,119,1,Not_Cancelled,4,2,September,43360,476
INN20976,2,0,1,3,Meal Plan 1,0,Room_Type 4,66,2018,9,8,Online,0,0,0,149,1,Cancelled,4,2,September,43351,596
INN20977,2,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,112,0,Not_Cancelled,3,2,October,43021,336
INN20978,2,1,2,2,Meal Plan 1,0,Room_Type 1,46,2018,3,12,Online,0,0,0,60,1,Not_Cancelled,4,3,March,43171,240
INN20979,2,0,2,2,Meal Plan 1,0,Room_Type 1,23,2018,6,17,Online,0,0,0,134,1,Not_Cancelled,4,2,June,43268,536
INN20980,2,0,1,2,Meal Plan 1,0,Room_Type 4,185,2018,12,16,Online,0,0,0,104,0,Not_Cancelled,3,2,December,43450,312
INN20981,3,0,0,3,Meal Plan 1,0,Room_Type 4,3,2018,5,26,Online,0,0,0,137,1,Not_Cancelled,3,3,May,43246,411
INN20982,2,0,1,3,Meal Plan 1,0,Room_Type 4,45,2018,9,5,Online,0,0,0,99,0,Not_Cancelled,4,2,September,43348,396
INN20983,1,0,0,1,Not Selected,0,Room_Type 1,28,2018,11,2,Online,0,0,0,120,0,Not_Cancelled,1,1,November,43406,120
INN20984,1,0,0,2,Meal Plan 1,1,Room_Type 1,55,2018,3,31,Corporate,1,0,3,67,0,Not_Cancelled,2,1,March,43190,134
INN20985,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,Not_Cancelled,2,2,October,43024,218
INN20986,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60,0,Cancelled,3,1,February,43159,180
INN20987,2,0,0,3,Meal Plan 1,0,Room_Type 4,119,2018,10,27,Online,0,0,0,104,1,Cancelled,3,2,October,43400,312
INN20988,2,0,0,1,Meal Plan 1,0,Room_Type 1,207,2018,10,4,Online,0,0,0,109,2,Cancelled,1,2,October,43377,109
INN20989,1,0,1,3,Meal Plan 1,0,Room_Type 1,25,2018,9,26,Online,0,0,0,129,2,Not_Cancelled,4,1,September,43369,516
INN20990,1,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,90,0,Not_Cancelled,2,1,July,43311,180
INN20991,2,1,0,1,Meal Plan 1,1,Room_Type 1,64,2018,9,2,Online,0,0,0,146,2,Not_Cancelled,1,3,September,43345,146
INN20992,2,0,0,3,Meal Plan 1,0,Room_Type 4,184,2018,10,4,Online,0,0,0,122,0,Cancelled,3,2,October,43377,366
INN20993,1,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,80,0,Cancelled,6,1,October,43377,480
INN20994,2,0,2,3,Meal Plan 1,0,Room_Type 1,13,2017,9,20,Online,0,0,0,112,1,Not_Cancelled,5,2,September,42998,560
INN20995,2,0,0,2,Meal Plan 1,1,Room_Type 1,3,2018,1,22,Online,0,0,0,98,1,Not_Cancelled,2,2,January,43122,196
INN20996,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,102,0,Cancelled,2,2,July,42917,204
INN20997,3,0,4,6,Meal Plan 1,0,Room_Type 4,10,2018,6,12,Online,0,0,0,169,0,Cancelled,10,3,June,43263,1690
INN20998,2,0,2,4,Meal Plan 1,0,Room_Type 1,173,2017,10,15,Online,0,0,0,89,0,Cancelled,6,2,October,43023,534
INN20999,2,1,2,1,Meal Plan 1,0,Room_Type 7,32,2018,10,29,Online,0,0,0,214,1,Not_Cancelled,3,3,October,43402,642
INN21000,2,2,1,3,Meal Plan 2,0,Room_Type 6,138,2018,7,4,Online,0,0,0,218,0,Cancelled,4,4,July,43285,872
INN21001,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,Cancelled,2,1,June,43266,260
INN21002,1,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,96,0,Not_Cancelled,3,1,September,43365,288
INN21003,2,0,1,3,Meal Plan 1,0,Room_Type 1,112,2018,10,10,Offline,0,0,0,81,0,Not_Cancelled,4,2,October,43383,324
INN21004,2,0,0,3,Meal Plan 1,0,Room_Type 4,103,2018,9,8,Online,0,0,0,149,0,Cancelled,3,2,September,43351,447
INN21005,2,0,0,4,Meal Plan 1,0,Room_Type 1,177,2018,8,24,Online,0,0,0,93,1,Not_Cancelled,4,2,August,43336,372
INN21006,2,0,2,2,Meal Plan 1,0,Room_Type 1,151,2018,10,23,Online,0,0,0,105,2,Cancelled,4,2,October,43396,420
INN21007,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2017,7,11,Offline,0,0,0,75,0,Not_Cancelled,1,2,July,42927,75
INN21008,2,0,0,2,Not Selected,0,Room_Type 1,0,2018,10,7,Online,0,0,0,148,1,Not_Cancelled,2,2,October,43380,296
INN21009,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,Offline,0,0,0,80,0,Cancelled,4,2,March,43176,320
INN21010,2,0,1,2,Meal Plan 1,0,Room_Type 4,43,2018,6,10,Online,0,0,0,140,0,Cancelled,3,2,June,43261,420
INN21011,2,0,2,1,Not Selected,1,Room_Type 1,156,2018,8,21,Online,0,0,0,104,0,Cancelled,3,2,August,43333,312
INN21012,2,0,2,1,Meal Plan 2,0,Room_Type 1,23,2018,1,2,Offline,0,0,0,109,0,Not_Cancelled,3,2,January,43102,327
INN21013,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,87,0,Not_Cancelled,2,1,October,43024,174
INN21014,2,0,0,1,Not Selected,0,Room_Type 1,183,2018,10,11,Online,0,0,0,98,0,Cancelled,1,2,October,43384,98
INN21015,2,0,0,0,Meal Plan 1,0,Room_Type 1,37,2018,1,22,Online,0,0,0,0,0,Not_Cancelled,0,2,January,43122,0
INN21016,2,0,0,4,Meal Plan 1,0,Room_Type 4,12,2018,12,28,Online,0,0,0,126,1,Not_Cancelled,4,2,December,43462,504
INN21017,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,Offline,0,0,0,105,0,Cancelled,2,2,October,43403,210
INN21018,2,0,0,2,Meal Plan 1,0,Room_Type 2,121,2018,6,30,Online,0,0,0,89,1,Not_Cancelled,2,2,June,43281,178
INN21019,2,2,0,3,Meal Plan 1,0,Room_Type 6,43,2018,10,5,Online,0,0,0,178,0,Cancelled,3,4,October,43378,534
INN21020,1,0,2,1,Meal Plan 2,0,Room_Type 1,3,2017,7,11,Offline,0,0,0,72,0,Not_Cancelled,3,1,July,42927,216
INN21021,2,0,1,2,Meal Plan 1,0,Room_Type 1,162,2018,7,1,Online,0,0,0,96,0,Cancelled,3,2,July,43282,288
INN21022,2,0,1,3,Meal Plan 1,0,Room_Type 1,10,2018,3,10,Offline,0,0,0,64,1,Not_Cancelled,4,2,March,43169,256
INN21023,2,0,1,3,Meal Plan 1,0,Room_Type 1,237,2018,9,22,Online,0,0,0,88,2,Not_Cancelled,4,2,September,43365,352
INN21024,2,0,1,2,Meal Plan 1,0,Room_Type 4,119,2018,5,27,Online,0,0,0,140,0,Cancelled,3,2,May,43247,420
INN21025,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,2018,6,3,Offline,0,0,0,100,0,Cancelled,2,2,June,43254,200
INN21026,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110,0,Cancelled,3,2,October,43385,330
INN21027,2,1,2,3,Meal Plan 1,0,Room_Type 1,12,2018,2,12,Online,0,0,0,111,1,Not_Cancelled,5,3,February,43143,555
INN21028,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75,0,Cancelled,3,1,July,43282,225
INN21029,2,0,0,3,Meal Plan 1,0,Room_Type 1,62,2018,9,1,Online,0,0,0,110,1,Not_Cancelled,3,2,September,43344,330
INN21030,2,0,0,2,Not Selected,0,Room_Type 1,151,2018,11,25,Online,0,0,0,79,1,Cancelled,2,2,November,43429,158
INN21031,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115,0,Cancelled,2,1,April,43209,230
INN21032,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115,1,Cancelled,2,2,September,43356,230
INN21033,2,0,1,2,Meal Plan 1,0,Room_Type 1,135,2017,9,14,Offline,0,0,0,90,0,Not_Cancelled,3,2,September,42992,270
INN21034,2,0,2,3,Meal Plan 1,0,Room_Type 1,93,2018,3,17,Online,0,0,0,74,1,Not_Cancelled,5,2,March,43176,370
INN21035,2,0,0,2,Not Selected,0,Room_Type 1,71,2018,11,10,Online,0,0,0,145,1,Not_Cancelled,2,2,November,43414,290
INN21036,2,0,0,2,Meal Plan 1,0,Room_Type 1,154,2018,8,24,Online,0,0,0,101,0,Cancelled,2,2,August,43336,202
INN21037,1,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,80,0,Not_Cancelled,2,1,July,42917,160
INN21038,1,0,0,2,Meal Plan 1,0,Room_Type 1,17,2017,10,1,Online,0,0,0,74,3,Not_Cancelled,2,1,October,43009,148
INN21039,2,0,1,0,Not Selected,0,Room_Type 1,49,2018,7,11,Online,0,0,0,93,0,Cancelled,1,2,July,43292,93
INN21040,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,1,2,Online,0,0,0,97,2,Not_Cancelled,2,1,January,43102,194
INN21041,2,2,0,3,Meal Plan 1,0,Room_Type 6,140,2018,12,27,Online,0,0,0,141,0,Cancelled,3,4,December,43461,423
INN21042,2,0,1,3,Meal Plan 1,0,Room_Type 4,21,2018,10,10,Online,0,0,0,164,2,Not_Cancelled,4,2,October,43383,656
INN21043,2,0,0,2,Not Selected,0,Room_Type 1,76,2018,11,11,Online,0,0,0,79,1,Not_Cancelled,2,2,November,43415,158
INN21044,2,0,2,1,Meal Plan 1,0,Room_Type 4,34,2017,11,1,Offline,0,0,0,60,0,Not_Cancelled,3,2,November,43040,180
INN21045,2,0,2,2,Meal Plan 1,0,Room_Type 2,256,2018,8,7,Online,0,0,0,96,1,Not_Cancelled,4,2,August,43319,384
INN21046,2,0,2,1,Meal Plan 1,1,Room_Type 1,19,2017,12,5,Online,0,0,0,122,1,Not_Cancelled,3,2,December,43074,366
INN21047,2,0,0,1,Not Selected,0,Room_Type 1,115,2018,10,13,Online,0,0,0,108,0,Cancelled,1,2,October,43386,108
INN21048,2,1,2,1,Meal Plan 1,0,Room_Type 1,82,2018,8,7,Online,0,0,0,134,1,Cancelled,3,3,August,43319,402
INN21049,3,0,0,2,Meal Plan 1,0,Room_Type 4,141,2018,9,23,Online,0,0,0,164,1,Not_Cancelled,2,3,September,43366,328
INN21050,2,0,1,0,Not Selected,0,Room_Type 1,21,2018,9,12,Online,0,0,0,89,2,Not_Cancelled,1,2,September,43355,89
INN21051,2,0,0,1,Meal Plan 1,0,Room_Type 4,27,2018,5,18,Online,0,0,0,156,0,Not_Cancelled,1,2,May,43238,156
INN21052,2,0,0,4,Meal Plan 1,1,Room_Type 1,78,2018,7,12,Online,0,0,0,114,2,Not_Cancelled,4,2,July,43293,456
INN21053,1,0,0,1,Meal Plan 1,0,Room_Type 5,0,2017,8,26,Online,0,0,0,0,1,Not_Cancelled,1,1,August,42973,0
INN21054,2,0,1,2,Meal Plan 1,1,Room_Type 4,121,2018,5,16,Online,0,0,0,123,1,Not_Cancelled,3,2,May,43236,369
INN21055,2,0,0,4,Not Selected,0,Room_Type 1,3,2018,12,21,Online,0,0,0,68,1,Not_Cancelled,4,2,December,43455,272
INN21056,2,0,1,3,Meal Plan 1,0,Room_Type 1,28,2018,10,3,Online,0,0,0,134,1,Not_Cancelled,4,2,October,43376,536
INN21057,2,0,2,3,Meal Plan 1,0,Room_Type 1,23,2018,3,5,Offline,0,0,0,66,0,Not_Cancelled,5,2,March,43164,330
INN21058,2,2,2,4,Meal Plan 1,0,Room_Type 2,50,2018,5,14,Online,0,0,0,242,0,Cancelled,6,4,May,43234,1452
INN21059,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,Not_Cancelled,3,1,June,43265,360
INN21060,2,0,1,1,Not Selected,0,Room_Type 1,130,2018,5,30,Online,0,0,0,116,1,Not_Cancelled,2,2,May,43250,232
INN21061,2,0,1,2,Meal Plan 1,0,Room_Type 1,83,2018,6,3,Online,0,0,0,124,0,Not_Cancelled,3,2,June,43254,372
INN21062,1,0,0,1,Not Selected,0,Room_Type 1,25,2018,9,9,Online,0,0,0,106,0,Cancelled,1,1,September,43352,106
INN21063,2,0,1,0,Not Selected,0,Room_Type 1,54,2018,9,18,Online,0,0,0,125,1,Not_Cancelled,1,2,September,43361,125
INN21064,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,5,31,Online,0,0,0,106,1,Not_Cancelled,2,2,May,43251,212
INN21065,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,52,0,Cancelled,2,2,November,43422,104
INN21066,2,0,2,1,Meal Plan 1,0,Room_Type 1,180,2018,10,1,Online,0,0,0,109,0,Cancelled,3,2,October,43374,327
INN21067,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,2017,9,18,Offline,0,0,0,108,0,Not_Cancelled,1,2,September,42996,108
INN21068,2,0,0,1,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115,1,Cancelled,1,2,June,43266,115
INN21069,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,102,0,Not_Cancelled,2,2,September,42996,204
INN21070,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,6,24,Online,0,0,0,0,0,Not_Cancelled,2,1,June,43275,0
INN21071,2,0,2,3,Not Selected,0,Room_Type 1,67,2018,3,10,Online,0,0,0,64,1,Not_Cancelled,5,2,March,43169,320
INN21072,2,0,1,1,Not Selected,0,Room_Type 1,151,2018,7,11,Offline,0,0,0,64,1,Cancelled,2,2,July,43292,128
INN21073,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,1,14,Offline,0,0,0,52,2,Not_Cancelled,3,2,January,43114,156
INN21074,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,75,0,Not_Cancelled,3,2,October,43385,225
INN21075,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,65,0,Not_Cancelled,2,2,September,43007,130
INN21076,2,0,1,2,Meal Plan 1,0,Room_Type 4,102,2018,4,4,Online,0,0,0,96,0,Not_Cancelled,3,2,April,43194,288
INN21077,3,0,1,3,Meal Plan 1,0,Room_Type 1,35,2018,9,5,Online,0,0,0,119,0,Not_Cancelled,4,3,September,43348,476
INN21078,1,0,0,3,Meal Plan 1,0,Room_Type 1,287,2018,9,29,Online,0,0,0,101,2,Cancelled,3,1,September,43372,303
INN21079,1,0,2,0,Meal Plan 1,0,Room_Type 1,3,2017,9,27,Corporate,1,0,1,65,0,Not_Cancelled,2,1,September,43005,130
INN21080,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,9,27,Online,0,0,0,100,0,Not_Cancelled,1,2,September,43370,100
INN21081,2,0,0,3,Meal Plan 1,0,Room_Type 1,34,2017,10,7,Online,0,0,0,100,0,Not_Cancelled,3,2,October,43015,300
INN21082,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,2017,10,7,Online,0,0,0,119,0,Not_Cancelled,1,1,October,43015,119
INN21083,2,0,1,2,Meal Plan 1,0,Room_Type 1,6,2017,10,30,Online,0,0,0,87,1,Not_Cancelled,3,2,October,43038,261
INN21084,2,0,1,5,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,70,1,Not_Cancelled,6,2,December,43461,420
INN21085,2,0,0,3,Not Selected,0,Room_Type 1,58,2018,2,4,Online,0,0,0,54,1,Not_Cancelled,3,2,February,43135,162
INN21086,2,2,1,3,Meal Plan 1,0,Room_Type 6,42,2018,4,25,Online,0,0,0,175,0,Cancelled,4,4,April,43215,700
INN21087,2,0,1,4,Not Selected,0,Room_Type 1,51,2018,11,2,Online,0,0,0,88,0,Cancelled,5,2,November,43406,440
INN21088,2,0,2,2,Meal Plan 1,0,Room_Type 4,51,2018,5,13,Online,0,0,0,140,0,Cancelled,4,2,May,43233,560
INN21089,2,2,2,5,Meal Plan 2,0,Room_Type 6,101,2018,10,23,Online,0,0,0,222,0,Cancelled,7,4,October,43396,1554
INN21090,2,1,1,4,Meal Plan 1,0,Room_Type 1,63,2017,11,9,Online,0,0,0,92,2,Cancelled,5,3,November,43048,460
INN21091,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73,1,Not_Cancelled,2,1,November,43059,146
INN21092,1,0,2,1,Not Selected,0,Room_Type 1,14,2017,9,26,Online,0,0,0,200,0,Not_Cancelled,3,1,September,43004,600
INN21093,2,0,0,1,Not Selected,0,Room_Type 1,71,2018,11,3,Online,0,0,0,79,2,Not_Cancelled,1,2,November,43407,79
INN21094,2,0,2,5,Not Selected,0,Room_Type 1,14,2018,12,28,Online,0,0,0,98,1,Not_Cancelled,7,2,December,43462,686
INN21095,0,2,2,2,Meal Plan 1,0,Room_Type 2,125,2018,10,9,Online,0,0,0,111,4,Not_Cancelled,4,2,October,43382,444
INN21096,1,0,0,3,Meal Plan 1,0,Room_Type 1,7,2017,12,29,Offline,0,0,0,65,0,Not_Cancelled,3,1,December,43098,195
INN21097,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,Offline,0,0,0,108,0,Not_Cancelled,2,2,September,43008,216
INN21098,2,0,1,1,Meal Plan 1,0,Room_Type 1,1,2018,2,13,Online,0,0,0,91,0,Not_Cancelled,2,2,February,43144,182
INN21099,1,0,0,2,Meal Plan 1,0,Room_Type 1,71,2017,9,9,Corporate,0,0,0,90,0,Not_Cancelled,2,1,September,42987,180
INN21100,2,0,2,2,Meal Plan 1,0,Room_Type 1,25,2018,3,26,Online,0,0,0,136,0,Not_Cancelled,4,2,March,43185,544
INN21101,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,10,25,Aviation,0,0,0,95,0,Not_Cancelled,1,1,October,43398,95
INN21102,2,0,2,2,Meal Plan 1,0,Room_Type 4,107,2018,11,6,Online,0,0,0,117,0,Not_Cancelled,4,2,November,43410,468
INN21103,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,2017,10,30,Offline,0,0,0,95,0,Not_Cancelled,1,1,October,43038,95
INN21104,2,0,1,2,Meal Plan 1,0,Room_Type 1,264,2018,7,4,Online,0,0,0,95,1,Cancelled,3,2,July,43285,285
INN21105,2,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,107,1,Not_Cancelled,3,2,March,43186,321
INN21106,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Offline,0,0,0,95,0,Cancelled,2,2,April,43214,190
INN21107,2,2,2,4,Meal Plan 1,0,Room_Type 6,128,2018,7,1,Online,0,0,0,163,2,Not_Cancelled,6,4,July,43282,978
INN21108,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,85,0,Not_Cancelled,2,2,April,43205,170
INN21109,2,2,0,1,Meal Plan 1,0,Room_Type 6,1,2017,9,24,Online,0,0,0,215,2,Not_Cancelled,1,4,September,43002,215
INN21110,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,140,0,Not_Cancelled,2,2,June,43253,280
INN21111,2,0,0,1,Not Selected,0,Room_Type 4,1,2018,10,6,Online,0,0,0,108,0,Not_Cancelled,1,2,October,43379,108
INN21112,2,0,2,0,Meal Plan 2,0,Room_Type 1,196,2018,8,21,Online,0,0,0,140,0,Cancelled,2,2,August,43333,280
INN21113,2,0,0,1,Meal Plan 1,0,Room_Type 1,33,2018,11,26,Online,0,0,0,113,1,Not_Cancelled,1,2,November,43430,113
INN21114,2,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,12,27,Offline,0,0,0,65,0,Not_Cancelled,1,2,December,43461,65
INN21115,1,0,0,3,Meal Plan 1,0,Room_Type 4,28,2018,6,14,Online,0,0,0,108,0,Cancelled,3,1,June,43265,324
INN21116,2,0,2,4,Meal Plan 1,0,Room_Type 1,263,2018,9,29,Online,0,0,0,100,0,Cancelled,6,2,September,43372,600
INN21117,3,0,1,2,Meal Plan 1,0,Room_Type 4,143,2018,7,4,Online,0,0,0,138,1,Cancelled,3,3,July,43285,414
INN21118,2,0,0,2,Meal Plan 1,0,Room_Type 1,82,2018,6,10,Online,0,0,0,122,1,Not_Cancelled,2,2,June,43261,244
INN21119,1,0,1,1,Meal Plan 1,0,Room_Type 1,12,2017,10,31,Offline,0,0,0,86,2,Not_Cancelled,2,1,October,43039,172
INN21120,3,0,0,3,Meal Plan 1,0,Room_Type 4,69,2018,7,27,Online,0,0,0,138,2,Not_Cancelled,3,3,July,43308,414
INN21121,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,2018,5,2,Offline,0,0,0,100,1,Not_Cancelled,2,2,May,43222,200
INN21122,2,0,2,5,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,69,1,Not_Cancelled,7,2,December,43461,483
INN21123,2,0,1,2,Meal Plan 1,0,Room_Type 2,121,2018,7,25,Online,0,0,0,98,0,Cancelled,3,2,July,43306,294
INN21124,2,0,0,1,Not Selected,0,Room_Type 1,5,2018,1,7,Online,0,0,0,75,0,Not_Cancelled,1,2,January,43107,75
INN21125,0,2,0,1,Meal Plan 1,0,Room_Type 2,0,2018,1,7,Online,0,0,0,6,0,Not_Cancelled,1,2,January,43107,6
INN21126,1,0,1,0,Meal Plan 1,0,Room_Type 1,74,2018,11,20,Online,0,0,0,86,0,Cancelled,1,1,November,43424,86
INN21127,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,8,30,Online,0,0,0,148,1,Not_Cancelled,2,2,August,43342,296
INN21128,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,8,31,Online,0,0,0,106,0,Not_Cancelled,1,2,August,42978,106
INN21129,2,0,2,6,Meal Plan 2,0,Room_Type 1,58,2018,11,19,Online,0,0,0,88,1,Not_Cancelled,8,2,November,43423,704
INN21130,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2018,8,31,Online,0,0,0,110,3,Not_Cancelled,2,2,August,43343,220
INN21131,1,0,0,2,Meal Plan 1,0,Room_Type 5,1,2018,10,6,Online,0,0,0,164,0,Not_Cancelled,2,1,October,43379,328
INN21132,1,0,0,3,Meal Plan 1,0,Room_Type 1,14,2017,9,15,Online,0,0,0,114,1,Not_Cancelled,3,1,September,42993,342
INN21133,1,0,0,2,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71,0,Not_Cancelled,2,1,January,43119,142
INN21134,1,0,1,1,Not Selected,0,Room_Type 1,2,2018,5,23,Online,0,0,0,105,1,Cancelled,2,1,May,43243,210
INN21135,2,1,1,3,Meal Plan 1,0,Room_Type 4,124,2018,12,26,Online,0,0,0,106,2,Cancelled,4,3,December,43460,424
INN21136,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,Cancelled,2,1,June,43266,260
INN21137,2,0,2,2,Meal Plan 1,0,Room_Type 2,117,2018,6,26,Online,0,0,0,84,1,Not_Cancelled,4,2,June,43277,336
INN21138,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,5,4,Offline,0,0,0,80,0,Not_Cancelled,3,2,May,43224,240
INN21139,2,0,2,4,Meal Plan 1,0,Room_Type 1,121,2018,11,16,Offline,0,0,0,68,0,Cancelled,6,2,November,43420,408
INN21140,2,0,1,2,Meal Plan 1,0,Room_Type 4,8,2018,10,28,Online,0,0,0,155,1,Cancelled,3,2,October,43401,465
INN21141,3,0,2,1,Meal Plan 1,0,Room_Type 1,148,2018,8,21,Offline,0,0,0,97,0,Cancelled,3,3,August,43333,291
INN21142,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,2017,11,23,Online,0,0,0,72,2,Not_Cancelled,3,2,November,43062,216
INN21143,2,0,1,1,Meal Plan 1,0,Room_Type 2,16,2017,12,5,Online,0,0,0,96,1,Not_Cancelled,2,2,December,43074,192
INN21144,2,0,0,3,Not Selected,0,Room_Type 1,14,2018,12,22,Online,0,0,0,85,0,Not_Cancelled,3,2,December,43456,255
INN21145,2,0,1,3,Meal Plan 1,0,Room_Type 4,83,2018,11,3,Online,0,0,0,92,1,Not_Cancelled,4,2,November,43407,368
INN21146,2,0,1,2,Meal Plan 1,0,Room_Type 1,52,2018,12,9,Offline,0,0,0,72,0,Not_Cancelled,3,2,December,43443,216
INN21147,2,0,2,1,Meal Plan 1,0,Room_Type 4,34,2017,11,1,Offline,0,0,0,60,0,Not_Cancelled,3,2,November,43040,180
INN21148,3,0,2,3,Meal Plan 1,0,Room_Type 4,54,2018,6,17,Online,0,0,0,148,2,Not_Cancelled,5,3,June,43268,740
INN21149,2,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,7,12,Online,0,0,0,105,1,Not_Cancelled,3,2,July,43293,315
INN21150,1,0,1,3,Not Selected,0,Room_Type 1,13,2018,10,31,Online,0,0,0,94,2,Not_Cancelled,4,1,October,43404,376
INN21151,2,1,0,1,Meal Plan 1,0,Room_Type 1,14,2018,7,16,Online,0,0,0,169,2,Not_Cancelled,1,3,July,43297,169
INN21152,1,0,1,3,Meal Plan 1,0,Room_Type 1,93,2018,3,7,Online,0,0,0,54,0,Not_Cancelled,4,1,March,43166,216
